-  24V  +:1
0.1u:1
100k:1
10k:2
1N4007:2
2.2k:1
220:1
22k:1
2SCR587D3:1
APC-817B-SL:1
COIL:1
GND  IN  3V3:1
IRLML0040:1
LED:1
SMF36A:1
